,Long,Date,Cases
70,1.6596,1/22/20,0
71,15.2,1/22/20,0
72,8.2275,1/22/20,0
73,14.5501,1/22/20,0
74,35.0,1/22/20,0
75,69.3451,1/22/20,0
76,-51.9253,1/22/20,0
77,43.3569,1/22/20,0
78,21.8243,1/22/20,0
79,21.7453,1/22/20,0
80,8.4689,1/22/20,0
81,24.9668,1/22/20,0
82,9.5018,1/22/20,0
83,25.0136,1/22/20,0
84,5.2913,1/22/20,0
85,12.4578,1/22/20,0
86,27.9534,1/22/20,0
87,-19.0208,1/22/20,0
88,23.8813,1/22/20,0
89,-102.5528,1/22/20,0
90,174.886,1/22/20,0
91,8.6753,1/22/20,0
92,115.8605,1/22/20,0
93,-7.6921,1/22/20,0
94,6.1296,1/22/20,0
95,7.4167,1/22/20,0
96,51.1839,1/22/20,0
97,-121.8339,1/22/20,0
98,-78.1834,1/22/20,0
99,47.5769,1/22/20,0
100,15.472999999999999,1/22/20,0
101,45.0382,1/22/20,0
102,-70.1627,1/22/20,0
103,113.9213,1/22/20,0
104,-8.2245,1/22/20,0
105,1.5218,1/22/20,0
106,145.9707,1/22/20,0
107,24.6032,1/22/20,0
108,-7.0926,1/22/20,0
109,45.0,1/22/20,0
110,-14.4524,1/22/20,0
111,-71.82600000000001,1/22/20,0
112,-82.3018,1/22/20,0
113,-120.8039,1/22/20,0
114,-122.3255,1/22/20,0
115,-122.9888,1/22/20,0
116,-118.7606,1/22/20,0
117,-84.3963,1/22/20,0
118,-123.1386,1/22/20,0
119,-63.6167,1/22/20,0
120,-71.543,1/22/20,0
121,36.51,1/22/20,0
122,-71.1449,1/22/20,0
123,-112.4291,1/22/20,0
124,-78.5661,1/22/20,0
125,-73.7949,1/22/20,0
126,31.1656,1/22/20,0
127,-62.8333,1/22/20,0
128,-117.8531,1/22/20,0
129,19.5033,1/22/20,0
130,130.8456,1/22/20,0
131,-6.9118,1/22/20,0
132,-5.3536,1/22/20,0
133,9.55,1/22/20,0
134,19.1451,1/22/20,0
135,9.0,1/22/20,0
136,-121.9018,1/22/20,0
137,17.6791,1/22/20,0
138,14.9955,1/22/20,0
139,-74.077,1/22/20,0
140,-95.3103,1/22/20,0
141,-122.4194,1/22/20,0
142,22.9375,1/22/20,0
143,-115.094,1/22/20,0
144,-95.8143,1/22/20,0
145,-119.3732,1/22/20,0
146,-86.9824,1/22/20,0
147,-86.8622,1/22/20,0
148,-74.006,1/22/20,0
149,-77.2405,1/22/20,0
150,-71.0589,1/22/20,0
151,-104.9903,1/22/20,0
152,-106.064,1/22/20,0
153,90.4336,1/22/20,0
154,11.5021,1/22/20,0
155,-74.2973,1/22/20,0
156,-83.7534,1/22/20,0
157,-75.0152,1/22/20,0
158,21.0059,1/22/20,0
159,19.699,1/22/20,0
160,0.8248,1/22/20,0
161,-79.1781,1/22/20,0
162,-75.3879,1/22/20,0
163,-96.1951,1/22/20,0
164,-84.4803,1/22/20,0
165,-86.1752,1/22/20,0
166,-71.2874,1/22/20,0
167,-73.5594,1/22/20,0
168,-93.0616,1/22/20,0
169,-119.6035,1/22/20,0
170,-75.2479,1/22/20,0
171,-121.9018,1/22/20,0
172,-121.9552,1/22/20,0
173,-53.1258,1/22/20,0
174,14.3754,1/22/20,0
175,-104.9389,1/22/20,0
176,-71.4774,1/22/20,0
177,-61.0242,1/22/20,0
178,-121.7195,1/22/20,0
179,-80.3659,1/22/20,0
180,-81.9535,1/22/20,0
181,-111.2845,1/22/20,0
182,-73.983,1/22/20,0
183,-73.936,1/22/20,0
184,-79.7848,1/22/20,0
185,-122.5194,1/22/20,0
186,-84.5641,1/22/20,0
187,-112.0953,1/22/20,0
188,-104.4723,1/22/20,0
189,-157.8584,1/22/20,0
190,-122.7647,1/22/20,0
191,-123.304,1/22/20,0
192,-80.5883,1/22/20,0
193,-121.6142,1/22/20,0
194,-119.6963,1/22/20,0
195,-122.1295,1/22/20,0
196,-95.941,1/22/20,0
197,25.4858,1/22/20,0
198,73.2207,1/22/20,0
199,-75.3879,1/22/20,0
200,90.3563,1/22/20,0
201,-77.2405,1/22/20,0
202,-71.0498,1/22/20,0
203,-77.0369,1/22/20,0
204,-58.4438,1/22/20,0
205,-73.1822,1/22/20,0
206,-86.822,1/22/20,0
207,-123.2492,1/22/20,0
208,-119.2321,1/22/20,0
209,-76.3637,1/22/20,0
210,-86.5401,1/22/20,0
211,-74.0535,1/22/20,0
212,-94.8521,1/22/20,0
213,-120.9319,1/22/20,0
214,-82.3452,1/22/20,0
215,-122.5927,1/22/20,0
216,-86.6611,1/22/20,0
217,-85.1479,1/22/20,0
218,-117.3961,1/22/20,0
219,-89.9253,1/22/20,0
220,-90.4125,1/22/20,0
221,-72.6151,1/22/20,0
222,-74.3118,1/22/20,0
223,-81.0755,1/22/20,0
224,-85.3232,1/22/20,0
225,-116.5765,1/22/20,0
226,-73.5491,1/22/20,0
227,-91.5984,1/22/20,0
228,20.1683,1/22/20,0
229,33.4299,1/22/20,0
230,-84.3542,1/22/20,0
231,114.7277,1/22/20,0
232,-73.135,1/22/20,0
233,-93.7842,1/22/20,0
234,-81.9098,1/22/20,0
235,-84.4803,1/22/20,0
236,-96.493,1/22/20,0
237,-85.6435,1/22/20,0
238,-90.1121,1/22/20,0
239,-121.8474,1/22/20,0
240,-81.9535,1/22/20,0
241,53.0,1/22/20,0
242,128.0,1/22/20,0
243,-121.4905,1/22/20,0
244,-74.9481,1/22/20,0
245,-119.6816,1/22/20,0
246,114.2,1/22/20,0
247,-71.5301,1/22/20,0
248,121.0,1/22/20,0
249,139.638,1/22/20,0
250,108.0,1/22/20,0
251,35.2332,1/22/20,0
252,-122.6655,1/22/20,0
253,-83.6431,1/22/20,0
254,-105.3111,1/22/20,0
255,-81.6868,1/22/20,0
256,-74.521,1/22/20,0
257,-122.0709,1/22/20,0
258,-97.5635,1/22/20,0
259,-88.9861,1/22/20,0
260,-77.2098,1/22/20,0
261,113.55,1/22/20,0
262,90.0,1/22/20,0
263,-93.2105,1/22/20,0
264,-76.8021,1/22/20,0
265,-79.8064,1/22/20,0
266,-80.945,1/22/20,0
267,-86.6923,1/22/20,0
268,-78.17,1/22/20,0
269,-111.4312,1/22/20,0
270,-86.2583,1/22/20,0
271,-84.6701,1/22/20,0
272,-77.0268,1/22/20,0
273,-117.0554,1/22/20,0
274,-71.5639,1/22/20,0
275,28.3699,1/22/20,0
276,-93.9002,1/22/20,0
277,-98.2681,1/22/20,0
278,-82.7649,1/22/20,0
279,-71.5118,1/22/20,0
280,-89.6165,1/22/20,0
281,-63.0501,1/22/20,0
282,-72.7554,1/22/20,0
283,-157.4983,1/22/20,0
284,-96.9289,1/22/20,0
285,-111.8624,1/22/20,0
286,-1.5616,1/22/20,0
287,-2.3644,1/22/20,0
288,12.4534,1/22/20,0
289,103.8467,1/22/20,0
290,-80.7821,1/22/20,0
291,-96.7265,1/22/20,0
292,-91.8678,1/22/20,0
293,-92.2884,1/22/20,0
294,-72.7107,1/22/20,0
295,-152.4044,1/22/20,0
296,-92.3731,1/22/20,0
297,-75.5071,1/22/20,0
298,-114.4788,1/22/20,0
299,-69.3819,1/22/20,0
300,-84.5361,1/22/20,0
301,-89.6787,1/22/20,0
302,-110.4544,1/22/20,0
303,-106.2485,1/22/20,0
304,-99.78399999999999,1/22/20,0
305,-99.4388,1/22/20,0
306,-80.9545,1/22/20,0
307,-107.3025,1/22/20,0
308,-122.6413,1/22/20,0
309,-121.9018,1/22/20,0
310,-121.958,1/22/20,0
311,-122.2654,1/22/20,0
312,-119.1391,1/22/20,0
313,-71.8571,1/22/20,0
314,-84.0167,1/22/20,0
315,-84.2279,1/22/20,0
316,-82.7779,1/22/20,0
317,-84.4803,1/22/20,0
318,-94.8521,1/22/20,0
319,-74.124,1/22/20,0
320,-74.8649,1/22/20,0
321,-75.1196,1/22/20,0
322,-74.1285,1/22/20,0
323,-74.2632,1/22/20,0
324,-106.8287,1/22/20,0
325,-105.5943,1/22/20,0
326,-104.3326,1/22/20,0
327,-106.9253,1/22/20,0
328,-88.4016,1/22/20,0
329,-75.2479,1/22/20,0
330,-75.1652,1/22/20,0
331,-76.2859,1/22/20,0
332,-77.09100000000001,1/22/20,0
333,-77.6078,1/22/20,0
334,-77.6536,1/22/20,0
335,-76.8721,1/22/20,0
336,-95.4778,1/22/20,0
337,-80.607,1/22/20,0
338,-111.6661,1/22/20,0
339,-85.355,1/22/20,0
340,-77.2865,1/22/20,0
341,-86.4997,1/22/20,0
342,-89.5498,1/22/20,0
343,-92.3814,1/22/20,0
344,-81.6758,1/22/20,0
345,-111.9522,1/22/20,0
346,-73.4379,1/22/20,0
347,117.2264,1/23/20,0
348,116.4142,1/23/20,0
349,107.874,1/23/20,0
350,117.9874,1/23/20,0
351,103.8343,1/23/20,0
352,113.4244,1/23/20,2
353,108.7881,1/23/20,0
354,106.8748,1/23/20,0
355,109.7453,1/23/20,0
356,114.5149,1/23/20,0
357,127.7615,1/23/20,0
358,113.61399999999999,1/23/20,0
359,112.2707,1/23/20,28
360,111.7088,1/23/20,0
361,113.9448,1/23/20,0
362,119.455,1/23/20,0
363,115.7221,1/23/20,0
364,126.1923,1/23/20,0
365,122.6085,1/23/20,0
366,106.1655,1/23/20,0
367,95.9956,1/23/20,0
368,108.8701,1/23/20,0
369,118.1498,1/23/20,0
370,121.4491,1/23/20,0
371,112.2922,1/23/20,0
372,102.7103,1/23/20,0
373,117.323,1/23/20,0
374,88.0924,1/23/20,0
375,85.2401,1/23/20,0
376,101.48700000000001,1/23/20,0
377,120.0934,1/23/20,0
378,101.0,1/23/20,0
379,138.0,1/23/20,0
380,-122.3321,1/23/20,0
381,-87.6976,1/23/20,0
382,103.8333,1/23/20,0
383,2.0,1/23/20,0
384,84.25,1/23/20,0
385,112.5,1/23/20,0
386,-123.1207,1/23/20,0
387,-118.2437,1/23/20,0
388,151.2093,1/23/20,0
389,144.9631,1/23/20,0
390,153.4,1/23/20,0
391,104.9167,1/23/20,0
392,81.0,1/23/20,0
393,9.0,1/23/20,0
394,26.0,1/23/20,0
395,54.0,1/23/20,0
396,122.0,1/23/20,0
397,78.0,1/23/20,0
398,12.0,1/23/20,0
399,-3.0,1/23/20,0
400,16.0,1/23/20,0
401,-4.0,1/23/20,0
402,138.6007,1/23/20,0
403,-120.9876,1/23/20,0
404,4.0,1/23/20,0
405,139.638,1/23/20,0
406,-117.1611,1/23/20,0
407,30.0,1/23/20,0
408,139.638,1/23/20,0
409,35.8623,1/23/20,0
410,-123.8695,1/23/20,0
411,-121.3542,1/23/20,0
412,44.0,1/23/20,0
413,57.0,1/23/20,0
414,65.0,1/23/20,0
415,50.55,1/23/20,0
416,47.75,1/23/20,0
417,1.6596,1/23/20,0
418,15.2,1/23/20,0
419,8.2275,1/23/20,0
420,14.5501,1/23/20,0
421,35.0,1/23/20,0
422,69.3451,1/23/20,0
423,-51.9253,1/23/20,0
424,43.3569,1/23/20,0
425,21.8243,1/23/20,0
426,21.7453,1/23/20,0
427,8.4689,1/23/20,0
428,24.9668,1/23/20,0
429,9.5018,1/23/20,0
430,25.0136,1/23/20,0
431,5.2913,1/23/20,0
432,12.4578,1/23/20,0
433,27.9534,1/23/20,0
434,-19.0208,1/23/20,0
435,23.8813,1/23/20,0
436,-102.5528,1/23/20,0
437,174.886,1/23/20,0
438,8.6753,1/23/20,0
439,115.8605,1/23/20,0
440,-7.6921,1/23/20,0
441,6.1296,1/23/20,0
442,7.4167,1/23/20,0
443,51.1839,1/23/20,0
444,-121.8339,1/23/20,0
445,-78.1834,1/23/20,0
446,47.5769,1/23/20,0
447,15.472999999999999,1/23/20,0
448,45.0382,1/23/20,0
449,-70.1627,1/23/20,0
450,113.9213,1/23/20,0
451,-8.2245,1/23/20,0
452,1.5218,1/23/20,0
453,145.9707,1/23/20,0
454,24.6032,1/23/20,0
455,-7.0926,1/23/20,0
456,45.0,1/23/20,0
457,-14.4524,1/23/20,0
458,-71.82600000000001,1/23/20,0
459,-82.3018,1/23/20,0
460,-120.8039,1/23/20,0
461,-122.3255,1/23/20,0
462,-122.9888,1/23/20,0
463,-118.7606,1/23/20,0
464,-84.3963,1/23/20,0
465,-123.1386,1/23/20,0
466,-63.6167,1/23/20,0
467,-71.543,1/23/20,0
468,36.51,1/23/20,0
469,-71.1449,1/23/20,0
470,-112.4291,1/23/20,0
471,-78.5661,1/23/20,0
472,-73.7949,1/23/20,0
473,31.1656,1/23/20,0
474,-62.8333,1/23/20,0
475,-117.8531,1/23/20,0
476,19.5033,1/23/20,0
477,130.8456,1/23/20,0
478,-6.9118,1/23/20,0
479,-5.3536,1/23/20,0
480,9.55,1/23/20,0
481,19.1451,1/23/20,0
482,9.0,1/23/20,0
483,-121.9018,1/23/20,0
484,17.6791,1/23/20,0
485,14.9955,1/23/20,0
486,-74.077,1/23/20,0
487,-95.3103,1/23/20,0
488,-122.4194,1/23/20,0
489,22.9375,1/23/20,0
490,-115.094,1/23/20,0
491,-95.8143,1/23/20,0
492,-119.3732,1/23/20,0
493,-86.9824,1/23/20,0
494,-86.8622,1/23/20,0
495,-74.006,1/23/20,0
496,-77.2405,1/23/20,0
497,-71.0589,1/23/20,0
498,-104.9903,1/23/20,0
499,-106.064,1/23/20,0
500,90.4336,1/23/20,0
501,11.5021,1/23/20,0
502,-74.2973,1/23/20,0
503,-83.7534,1/23/20,0
504,-75.0152,1/23/20,0
505,21.0059,1/23/20,0
506,19.699,1/23/20,0
507,0.8248,1/23/20,0
508,-79.1781,1/23/20,0
509,-75.3879,1/23/20,0
510,-96.1951,1/23/20,0
511,-84.4803,1/23/20,0
512,-86.1752,1/23/20,0
513,-71.2874,1/23/20,0
514,-73.5594,1/23/20,0
515,-93.0616,1/23/20,0
516,-119.6035,1/23/20,0
517,-75.2479,1/23/20,0
518,-121.9018,1/23/20,0
519,-121.9552,1/23/20,0
520,-53.1258,1/23/20,0
521,14.3754,1/23/20,0
522,-104.9389,1/23/20,0
523,-71.4774,1/23/20,0
524,-61.0242,1/23/20,0
525,-121.7195,1/23/20,0
526,-80.3659,1/23/20,0
527,-81.9535,1/23/20,0
528,-111.2845,1/23/20,0
529,-73.983,1/23/20,0
530,-73.936,1/23/20,0
531,-79.7848,1/23/20,0
532,-122.5194,1/23/20,0
533,-84.5641,1/23/20,0
534,-112.0953,1/23/20,0
535,-104.4723,1/23/20,0
536,-157.8584,1/23/20,0
537,-122.7647,1/23/20,0
538,-123.304,1/23/20,0
539,-80.5883,1/23/20,0
540,-121.6142,1/23/20,0
541,-119.6963,1/23/20,0
542,-122.1295,1/23/20,0
543,-95.941,1/23/20,0
544,25.4858,1/23/20,0
545,73.2207,1/23/20,0
546,-75.3879,1/23/20,0
547,90.3563,1/23/20,0
548,-77.2405,1/23/20,0
549,-71.0498,1/23/20,0
550,-77.0369,1/23/20,0
551,-58.4438,1/23/20,0
552,-73.1822,1/23/20,0
553,-86.822,1/23/20,0
554,-123.2492,1/23/20,0
555,-119.2321,1/23/20,0
556,-76.3637,1/23/20,0
557,-86.5401,1/23/20,0
558,-74.0535,1/23/20,0
559,-94.8521,1/23/20,0
560,-120.9319,1/23/20,0
561,-82.3452,1/23/20,0
562,-122.5927,1/23/20,0
563,-86.6611,1/23/20,0
564,-85.1479,1/23/20,0
565,-117.3961,1/23/20,0
566,-89.9253,1/23/20,0
567,-90.4125,1/23/20,0
568,-72.6151,1/23/20,0
569,-74.3118,1/23/20,0
570,-81.0755,1/23/20,0
571,-85.3232,1/23/20,0
572,-116.5765,1/23/20,0
573,-73.5491,1/23/20,0
574,-91.5984,1/23/20,0
575,20.1683,1/23/20,0
576,33.4299,1/23/20,0
577,-84.3542,1/23/20,0
578,114.7277,1/23/20,0
579,-73.135,1/23/20,0
580,-93.7842,1/23/20,0
581,-81.9098,1/23/20,0
582,-84.4803,1/23/20,0
583,-96.493,1/23/20,0
584,-85.6435,1/23/20,0
585,-90.1121,1/23/20,0
586,-121.8474,1/23/20,0
587,-81.9535,1/23/20,0
588,53.0,1/23/20,0
589,128.0,1/23/20,0
590,-121.4905,1/23/20,0
591,-74.9481,1/23/20,0
592,-119.6816,1/23/20,0
593,114.2,1/23/20,0
594,-71.5301,1/23/20,0
595,121.0,1/23/20,0
596,139.638,1/23/20,0
597,108.0,1/23/20,0
598,35.2332,1/23/20,0
599,-122.6655,1/23/20,0
600,-83.6431,1/23/20,0
601,-105.3111,1/23/20,0
602,-81.6868,1/23/20,0
603,-74.521,1/23/20,0
604,-122.0709,1/23/20,0
605,-97.5635,1/23/20,0
606,-88.9861,1/23/20,0
607,-77.2098,1/23/20,0
608,113.55,1/23/20,0
609,90.0,1/23/20,0
610,-93.2105,1/23/20,0
611,-76.8021,1/23/20,0
612,-79.8064,1/23/20,0
613,-80.945,1/23/20,0
614,-86.6923,1/23/20,0
615,-78.17,1/23/20,0
616,-111.4312,1/23/20,0
617,-86.2583,1/23/20,0
618,-84.6701,1/23/20,0
619,-77.0268,1/23/20,0
620,-117.0554,1/23/20,0
621,-71.5639,1/23/20,0
622,28.3699,1/23/20,0
623,-93.9002,1/23/20,0
624,-98.2681,1/23/20,0
625,-82.7649,1/23/20,0
626,-71.5118,1/23/20,0
627,-89.6165,1/23/20,0
628,-63.0501,1/23/20,0
629,-72.7554,1/23/20,0
630,-157.4983,1/23/20,0
631,-96.9289,1/23/20,0
632,-111.8624,1/23/20,0
633,-1.5616,1/23/20,0
634,-2.3644,1/23/20,0
635,12.4534,1/23/20,0
636,103.8467,1/23/20,0
637,-80.7821,1/23/20,0
638,-96.7265,1/23/20,0
639,-91.8678,1/23/20,0
640,-92.2884,1/23/20,0
641,-72.7107,1/23/20,0
642,-152.4044,1/23/20,0
643,-92.3731,1/23/20,0
644,-75.5071,1/23/20,0
645,-114.4788,1/23/20,0
646,-69.3819,1/23/20,0
647,-84.5361,1/23/20,0
648,-89.6787,1/23/20,0
649,-110.4544,1/23/20,0
650,-106.2485,1/23/20,0
651,-99.78399999999999,1/23/20,0
652,-99.4388,1/23/20,0
653,-80.9545,1/23/20,0
654,-107.3025,1/23/20,0
655,-122.6413,1/23/20,0
656,-121.9018,1/23/20,0
657,-121.958,1/23/20,0
658,-122.2654,1/23/20,0
659,-119.1391,1/23/20,0
660,-71.8571,1/23/20,0
661,-84.0167,1/23/20,0
662,-84.2279,1/23/20,0
663,-82.7779,1/23/20,0
664,-84.4803,1/23/20,0
665,-94.8521,1/23/20,0
666,-74.124,1/23/20,0
667,-74.8649,1/23/20,0
668,-75.1196,1/23/20,0
669,-74.1285,1/23/20,0
670,-74.2632,1/23/20,0
671,-106.8287,1/23/20,0
672,-105.5943,1/23/20,0
673,-104.3326,1/23/20,0
674,-106.9253,1/23/20,0
675,-88.4016,1/23/20,0
676,-75.2479,1/23/20,0
677,-75.1652,1/23/20,0
678,-76.2859,1/23/20,0
679,-77.09100000000001,1/23/20,0
680,-77.6078,1/23/20,0
681,-77.6536,1/23/20,0
682,-76.8721,1/23/20,0
683,-95.4778,1/23/20,0
684,-80.607,1/23/20,0
685,-111.6661,1/23/20,0
686,-85.355,1/23/20,0
687,-77.2865,1/23/20,0
688,-86.4997,1/23/20,0
689,-89.5498,1/23/20,0
690,-92.3814,1/23/20,0
691,-81.6758,1/23/20,0
692,-111.9522,1/23/20,0
693,-73.4379,1/23/20,0
694,117.2264,1/24/20,0
695,116.4142,1/24/20,1
696,107.874,1/24/20,0
697,117.9874,1/24/20,0
698,103.8343,1/24/20,0
699,113.4244,1/24/20,2
700,108.7881,1/24/20,0
701,106.8748,1/24/20,0
702,109.7453,1/24/20,0
703,114.5149,1/24/20,0
704,127.7615,1/24/20,0
705,113.61399999999999,1/24/20,0
706,112.2707,1/24/20,31
707,111.7088,1/24/20,0
708,113.9448,1/24/20,0
709,119.455,1/24/20,0
710,115.7221,1/24/20,0
711,126.1923,1/24/20,0
712,122.6085,1/24/20,0
713,106.1655,1/24/20,0
714,95.9956,1/24/20,0
715,108.8701,1/24/20,0
716,118.1498,1/24/20,0
717,121.4491,1/24/20,1
718,112.2922,1/24/20,0
719,102.7103,1/24/20,0
720,117.323,1/24/20,0
721,88.0924,1/24/20,0
722,85.2401,1/24/20,0
723,101.48700000000001,1/24/20,0
724,120.0934,1/24/20,1
725,101.0,1/24/20,0
726,138.0,1/24/20,0
727,-122.3321,1/24/20,0
728,-87.6976,1/24/20,0
729,103.8333,1/24/20,0
730,2.0,1/24/20,0
731,84.25,1/24/20,0
732,112.5,1/24/20,0
733,-123.1207,1/24/20,0
734,-118.2437,1/24/20,0
735,151.2093,1/24/20,0
736,144.9631,1/24/20,0
737,153.4,1/24/20,0
738,104.9167,1/24/20,0
739,81.0,1/24/20,0
740,9.0,1/24/20,0
741,26.0,1/24/20,0
742,54.0,1/24/20,0
743,122.0,1/24/20,0
744,78.0,1/24/20,0
745,12.0,1/24/20,0
746,-3.0,1/24/20,0
747,16.0,1/24/20,0
748,-4.0,1/24/20,0
749,138.6007,1/24/20,0
750,-120.9876,1/24/20,0
751,4.0,1/24/20,0
752,139.638,1/24/20,0
753,-117.1611,1/24/20,0
754,30.0,1/24/20,0
755,139.638,1/24/20,0
756,35.8623,1/24/20,0
757,-123.8695,1/24/20,0
758,-121.3542,1/24/20,0
759,44.0,1/24/20,0
760,57.0,1/24/20,0
761,65.0,1/24/20,0
762,50.55,1/24/20,0
763,47.75,1/24/20,0
764,1.6596,1/24/20,0
765,15.2,1/24/20,0
766,8.2275,1/24/20,0
767,14.5501,1/24/20,0
768,35.0,1/24/20,0
769,69.3451,1/24/20,0
770,-51.9253,1/24/20,0
771,43.3569,1/24/20,0
772,21.8243,1/24/20,0
773,21.7453,1/24/20,0
774,8.4689,1/24/20,0
775,24.9668,1/24/20,0
776,9.5018,1/24/20,0
777,25.0136,1/24/20,0
778,5.2913,1/24/20,0
779,12.4578,1/24/20,0
780,27.9534,1/24/20,0
781,-19.0208,1/24/20,0
782,23.8813,1/24/20,0
783,-102.5528,1/24/20,0
784,174.886,1/24/20,0
785,8.6753,1/24/20,0
786,115.8605,1/24/20,0
787,-7.6921,1/24/20,0
788,6.1296,1/24/20,0
789,7.4167,1/24/20,0
790,51.1839,1/24/20,0
791,-121.8339,1/24/20,0
792,-78.1834,1/24/20,0
793,47.5769,1/24/20,0
794,15.472999999999999,1/24/20,0
795,45.0382,1/24/20,0
796,-70.1627,1/24/20,0
797,113.9213,1/24/20,0
798,-8.2245,1/24/20,0
799,1.5218,1/24/20,0
800,145.9707,1/24/20,0
801,24.6032,1/24/20,0
802,-7.0926,1/24/20,0
803,45.0,1/24/20,0
804,-14.4524,1/24/20,0
805,-71.82600000000001,1/24/20,0
806,-82.3018,1/24/20,0
807,-120.8039,1/24/20,0
808,-122.3255,1/24/20,0
809,-122.9888,1/24/20,0
810,-118.7606,1/24/20,0
811,-84.3963,1/24/20,0
812,-123.1386,1/24/20,0
813,-63.6167,1/24/20,0
814,-71.543,1/24/20,0
815,36.51,1/24/20,0
816,-71.1449,1/24/20,0
817,-112.4291,1/24/20,0
818,-78.5661,1/24/20,0
819,-73.7949,1/24/20,0
820,31.1656,1/24/20,0
821,-62.8333,1/24/20,0
822,-117.8531,1/24/20,0
823,19.5033,1/24/20,0
824,130.8456,1/24/20,0
825,-6.9118,1/24/20,0
826,-5.3536,1/24/20,0
827,9.55,1/24/20,0
828,19.1451,1/24/20,0
829,9.0,1/24/20,0
830,-121.9018,1/24/20,0
831,17.6791,1/24/20,0
832,14.9955,1/24/20,0
833,-74.077,1/24/20,0
834,-95.3103,1/24/20,0
835,-122.4194,1/24/20,0
836,22.9375,1/24/20,0
837,-115.094,1/24/20,0
838,-95.8143,1/24/20,0
839,-119.3732,1/24/20,0
840,-86.9824,1/24/20,0
841,-86.8622,1/24/20,0
842,-74.006,1/24/20,0
843,-77.2405,1/24/20,0
844,-71.0589,1/24/20,0
845,-104.9903,1/24/20,0
846,-106.064,1/24/20,0
847,90.4336,1/24/20,0
848,11.5021,1/24/20,0
849,-74.2973,1/24/20,0
850,-83.7534,1/24/20,0
851,-75.0152,1/24/20,0
852,21.0059,1/24/20,0
853,19.699,1/24/20,0
854,0.8248,1/24/20,0
855,-79.1781,1/24/20,0
856,-75.3879,1/24/20,0
857,-96.1951,1/24/20,0
858,-84.4803,1/24/20,0
859,-86.1752,1/24/20,0
860,-71.2874,1/24/20,0
861,-73.5594,1/24/20,0
862,-93.0616,1/24/20,0
863,-119.6035,1/24/20,0
864,-75.2479,1/24/20,0
865,-121.9018,1/24/20,0
866,-121.9552,1/24/20,0
867,-53.1258,1/24/20,0
868,14.3754,1/24/20,0
869,-104.9389,1/24/20,0
870,-71.4774,1/24/20,0
871,-61.0242,1/24/20,0
872,-121.7195,1/24/20,0
873,-80.3659,1/24/20,0
874,-81.9535,1/24/20,0
875,-111.2845,1/24/20,0
876,-73.983,1/24/20,0
877,-73.936,1/24/20,0
878,-79.7848,1/24/20,0
879,-122.5194,1/24/20,0
880,-84.5641,1/24/20,0
881,-112.0953,1/24/20,0
882,-104.4723,1/24/20,0
883,-157.8584,1/24/20,0
884,-122.7647,1/24/20,0
885,-123.304,1/24/20,0
886,-80.5883,1/24/20,0
887,-121.6142,1/24/20,0
888,-119.6963,1/24/20,0
889,-122.1295,1/24/20,0
890,-95.941,1/24/20,0
891,25.4858,1/24/20,0
892,73.2207,1/24/20,0
893,-75.3879,1/24/20,0
894,90.3563,1/24/20,0
895,-77.2405,1/24/20,0
896,-71.0498,1/24/20,0
897,-77.0369,1/24/20,0
898,-58.4438,1/24/20,0
899,-73.1822,1/24/20,0
900,-86.822,1/24/20,0
901,-123.2492,1/24/20,0
902,-119.2321,1/24/20,0
