,Long,Date,Cases
2050,-84.2279,1/27/20,0
2051,-82.7779,1/27/20,0
2052,-84.4803,1/27/20,0
2053,-94.8521,1/27/20,0
2054,-74.124,1/27/20,0
2055,-74.8649,1/27/20,0
2056,-75.1196,1/27/20,0
2057,-74.1285,1/27/20,0
2058,-74.2632,1/27/20,0
2059,-106.8287,1/27/20,0
2060,-105.5943,1/27/20,0
2061,-104.3326,1/27/20,0
2062,-106.9253,1/27/20,0
2063,-88.4016,1/27/20,0
2064,-75.2479,1/27/20,0
2065,-75.1652,1/27/20,0
2066,-76.2859,1/27/20,0
2067,-77.09100000000001,1/27/20,0
2068,-77.6078,1/27/20,0
2069,-77.6536,1/27/20,0
2070,-76.8721,1/27/20,0
2071,-95.4778,1/27/20,0
2072,-80.607,1/27/20,0
2073,-111.6661,1/27/20,0
2074,-85.355,1/27/20,0
2075,-77.2865,1/27/20,0
2076,-86.4997,1/27/20,0
2077,-89.5498,1/27/20,0
2078,-92.3814,1/27/20,0
2079,-81.6758,1/27/20,0
2080,-111.9522,1/27/20,0
2081,-73.4379,1/27/20,0
2082,117.2264,1/28/20,0
2083,116.4142,1/28/20,4
2084,107.874,1/28/20,0
2085,117.9874,1/28/20,0
2086,103.8343,1/28/20,0
2087,113.4244,1/28/20,4
2088,108.7881,1/28/20,2
2089,106.8748,1/28/20,0
2090,109.7453,1/28/20,0
2091,114.5149,1/28/20,0
2092,127.7615,1/28/20,0
2093,113.61399999999999,1/28/20,0
2094,112.2707,1/28/20,80
2095,111.7088,1/28/20,0
2096,113.9448,1/28/20,0
2097,119.455,1/28/20,1
2098,115.7221,1/28/20,3
2099,126.1923,1/28/20,0
2100,122.6085,1/28/20,0
2101,106.1655,1/28/20,0
2102,95.9956,1/28/20,0
2103,108.8701,1/28/20,0
2104,118.1498,1/28/20,0
2105,121.4491,1/28/20,4
2106,112.2922,1/28/20,0
2107,102.7103,1/28/20,0
2108,117.323,1/28/20,0
2109,88.0924,1/28/20,0
2110,85.2401,1/28/20,0
2111,101.48700000000001,1/28/20,0
2112,120.0934,1/28/20,3
2113,101.0,1/28/20,5
2114,138.0,1/28/20,1
2115,-122.3321,1/28/20,0
2116,-87.6976,1/28/20,0
2117,103.8333,1/28/20,0
2118,2.0,1/28/20,0
2119,84.25,1/28/20,0
2120,112.5,1/28/20,0
2121,-123.1207,1/28/20,0
2122,-118.2437,1/28/20,0
2123,151.2093,1/28/20,0
2124,144.9631,1/28/20,0
2125,153.4,1/28/20,0
2126,104.9167,1/28/20,0
2127,81.0,1/28/20,0
2128,9.0,1/28/20,0
2129,26.0,1/28/20,0
2130,54.0,1/28/20,0
2131,122.0,1/28/20,0
2132,78.0,1/28/20,0
2133,12.0,1/28/20,0
2134,-3.0,1/28/20,0
2135,16.0,1/28/20,0
2136,-4.0,1/28/20,0
2137,138.6007,1/28/20,0
2138,-120.9876,1/28/20,0
2139,4.0,1/28/20,0
2140,139.638,1/28/20,0
2141,-117.1611,1/28/20,0
2142,30.0,1/28/20,0
2143,139.638,1/28/20,0
2144,35.8623,1/28/20,0
2145,-123.8695,1/28/20,0
2146,-121.3542,1/28/20,0
2147,44.0,1/28/20,0
2148,57.0,1/28/20,0
2149,65.0,1/28/20,0
2150,50.55,1/28/20,0
2151,47.75,1/28/20,0
2152,1.6596,1/28/20,0
2153,15.2,1/28/20,0
2154,8.2275,1/28/20,0
2155,14.5501,1/28/20,0
2156,35.0,1/28/20,0
2157,69.3451,1/28/20,0
2158,-51.9253,1/28/20,0
2159,43.3569,1/28/20,0
2160,21.8243,1/28/20,0
2161,21.7453,1/28/20,0
2162,8.4689,1/28/20,0
2163,24.9668,1/28/20,0
2164,9.5018,1/28/20,0
2165,25.0136,1/28/20,0
2166,5.2913,1/28/20,0
2167,12.4578,1/28/20,0
2168,27.9534,1/28/20,0
2169,-19.0208,1/28/20,0
2170,23.8813,1/28/20,0
2171,-102.5528,1/28/20,0
2172,174.886,1/28/20,0
2173,8.6753,1/28/20,0
2174,115.8605,1/28/20,0
2175,-7.6921,1/28/20,0
2176,6.1296,1/28/20,0
2177,7.4167,1/28/20,0
2178,51.1839,1/28/20,0
2179,-121.8339,1/28/20,0
2180,-78.1834,1/28/20,0
2181,47.5769,1/28/20,0
2182,15.472999999999999,1/28/20,0
2183,45.0382,1/28/20,0
2184,-70.1627,1/28/20,0
2185,113.9213,1/28/20,0
2186,-8.2245,1/28/20,0
2187,1.5218,1/28/20,0
2188,145.9707,1/28/20,0
2189,24.6032,1/28/20,0
2190,-7.0926,1/28/20,0
2191,45.0,1/28/20,0
2192,-14.4524,1/28/20,0
2193,-71.82600000000001,1/28/20,0
2194,-82.3018,1/28/20,0
2195,-120.8039,1/28/20,0
2196,-122.3255,1/28/20,0
2197,-122.9888,1/28/20,0
2198,-118.7606,1/28/20,0
2199,-84.3963,1/28/20,0
2200,-123.1386,1/28/20,0
2201,-63.6167,1/28/20,0
2202,-71.543,1/28/20,0
2203,36.51,1/28/20,0
2204,-71.1449,1/28/20,0
2205,-112.4291,1/28/20,0
2206,-78.5661,1/28/20,0
2207,-73.7949,1/28/20,0
2208,31.1656,1/28/20,0
2209,-62.8333,1/28/20,0
2210,-117.8531,1/28/20,0
2211,19.5033,1/28/20,0
2212,130.8456,1/28/20,0
2213,-6.9118,1/28/20,0
2214,-5.3536,1/28/20,0
2215,9.55,1/28/20,0
2216,19.1451,1/28/20,0
2217,9.0,1/28/20,0
2218,-121.9018,1/28/20,0
2219,17.6791,1/28/20,0
2220,14.9955,1/28/20,0
2221,-74.077,1/28/20,0
2222,-95.3103,1/28/20,0
2223,-122.4194,1/28/20,0
2224,22.9375,1/28/20,0
2225,-115.094,1/28/20,0
2226,-95.8143,1/28/20,0
2227,-119.3732,1/28/20,0
2228,-86.9824,1/28/20,0
2229,-86.8622,1/28/20,0
2230,-74.006,1/28/20,0
2231,-77.2405,1/28/20,0
2232,-71.0589,1/28/20,0
2233,-104.9903,1/28/20,0
2234,-106.064,1/28/20,0
2235,90.4336,1/28/20,0
2236,11.5021,1/28/20,0
2237,-74.2973,1/28/20,0
2238,-83.7534,1/28/20,0
2239,-75.0152,1/28/20,0
2240,21.0059,1/28/20,0
2241,19.699,1/28/20,0
2242,0.8248,1/28/20,0
2243,-79.1781,1/28/20,0
2244,-75.3879,1/28/20,0
2245,-96.1951,1/28/20,0
2246,-84.4803,1/28/20,0
2247,-86.1752,1/28/20,0
2248,-71.2874,1/28/20,0
2249,-73.5594,1/28/20,0
2250,-93.0616,1/28/20,0
2251,-119.6035,1/28/20,0
2252,-75.2479,1/28/20,0
2253,-121.9018,1/28/20,0
2254,-121.9552,1/28/20,0
2255,-53.1258,1/28/20,0
2256,14.3754,1/28/20,0
2257,-104.9389,1/28/20,0
2258,-71.4774,1/28/20,0
2259,-61.0242,1/28/20,0
2260,-121.7195,1/28/20,0
2261,-80.3659,1/28/20,0
2262,-81.9535,1/28/20,0
2263,-111.2845,1/28/20,0
2264,-73.983,1/28/20,0
2265,-73.936,1/28/20,0
2266,-79.7848,1/28/20,0
2267,-122.5194,1/28/20,0
2268,-84.5641,1/28/20,0
2269,-112.0953,1/28/20,0
2270,-104.4723,1/28/20,0
2271,-157.8584,1/28/20,0
2272,-122.7647,1/28/20,0
2273,-123.304,1/28/20,0
2274,-80.5883,1/28/20,0
2275,-121.6142,1/28/20,0
2276,-119.6963,1/28/20,0
2277,-122.1295,1/28/20,0
2278,-95.941,1/28/20,0
2279,25.4858,1/28/20,0
2280,73.2207,1/28/20,0
2281,-75.3879,1/28/20,0
2282,90.3563,1/28/20,0
2283,-77.2405,1/28/20,0
2284,-71.0498,1/28/20,0
2285,-77.0369,1/28/20,0
2286,-58.4438,1/28/20,0
2287,-73.1822,1/28/20,0
2288,-86.822,1/28/20,0
2289,-123.2492,1/28/20,0
2290,-119.2321,1/28/20,0
2291,-76.3637,1/28/20,0
2292,-86.5401,1/28/20,0
2293,-74.0535,1/28/20,0
2294,-94.8521,1/28/20,0
2295,-120.9319,1/28/20,0
2296,-82.3452,1/28/20,0
2297,-122.5927,1/28/20,0
2298,-86.6611,1/28/20,0
2299,-85.1479,1/28/20,0
2300,-117.3961,1/28/20,0
2301,-89.9253,1/28/20,0
2302,-90.4125,1/28/20,0
2303,-72.6151,1/28/20,0
2304,-74.3118,1/28/20,0
2305,-81.0755,1/28/20,0
2306,-85.3232,1/28/20,0
2307,-116.5765,1/28/20,0
2308,-73.5491,1/28/20,0
2309,-91.5984,1/28/20,0
2310,20.1683,1/28/20,0
2311,33.4299,1/28/20,0
2312,-84.3542,1/28/20,0
2313,114.7277,1/28/20,0
2314,-73.135,1/28/20,0
2315,-93.7842,1/28/20,0
2316,-81.9098,1/28/20,0
2317,-84.4803,1/28/20,0
2318,-96.493,1/28/20,0
2319,-85.6435,1/28/20,0
2320,-90.1121,1/28/20,0
2321,-121.8474,1/28/20,0
2322,-81.9535,1/28/20,0
2323,53.0,1/28/20,0
2324,128.0,1/28/20,0
2325,-121.4905,1/28/20,0
2326,-74.9481,1/28/20,0
2327,-119.6816,1/28/20,0
2328,114.2,1/28/20,0
2329,-71.5301,1/28/20,0
2330,121.0,1/28/20,0
2331,139.638,1/28/20,0
2332,108.0,1/28/20,0
2333,35.2332,1/28/20,0
2334,-122.6655,1/28/20,0
2335,-83.6431,1/28/20,0
2336,-105.3111,1/28/20,0
2337,-81.6868,1/28/20,0
2338,-74.521,1/28/20,0
2339,-122.0709,1/28/20,0
2340,-97.5635,1/28/20,0
2341,-88.9861,1/28/20,0
2342,-77.2098,1/28/20,0
2343,113.55,1/28/20,0
2344,90.0,1/28/20,0
2345,-93.2105,1/28/20,0
2346,-76.8021,1/28/20,0
2347,-79.8064,1/28/20,0
2348,-80.945,1/28/20,0
2349,-86.6923,1/28/20,0
2350,-78.17,1/28/20,0
2351,-111.4312,1/28/20,0
2352,-86.2583,1/28/20,0
2353,-84.6701,1/28/20,0
2354,-77.0268,1/28/20,0
2355,-117.0554,1/28/20,0
2356,-71.5639,1/28/20,0
2357,28.3699,1/28/20,0
2358,-93.9002,1/28/20,0
2359,-98.2681,1/28/20,0
2360,-82.7649,1/28/20,0
2361,-71.5118,1/28/20,0
2362,-89.6165,1/28/20,0
2363,-63.0501,1/28/20,0
2364,-72.7554,1/28/20,0
2365,-157.4983,1/28/20,0
2366,-96.9289,1/28/20,0
2367,-111.8624,1/28/20,0
2368,-1.5616,1/28/20,0
2369,-2.3644,1/28/20,0
2370,12.4534,1/28/20,0
2371,103.8467,1/28/20,0
2372,-80.7821,1/28/20,0
2373,-96.7265,1/28/20,0
2374,-91.8678,1/28/20,0
2375,-92.2884,1/28/20,0
2376,-72.7107,1/28/20,0
2377,-152.4044,1/28/20,0
2378,-92.3731,1/28/20,0
2379,-75.5071,1/28/20,0
2380,-114.4788,1/28/20,0
2381,-69.3819,1/28/20,0
2382,-84.5361,1/28/20,0
2383,-89.6787,1/28/20,0
2384,-110.4544,1/28/20,0
2385,-106.2485,1/28/20,0
2386,-99.78399999999999,1/28/20,0
2387,-99.4388,1/28/20,0
2388,-80.9545,1/28/20,0
2389,-107.3025,1/28/20,0
2390,-122.6413,1/28/20,0
2391,-121.9018,1/28/20,0
2392,-121.958,1/28/20,0
2393,-122.2654,1/28/20,0
2394,-119.1391,1/28/20,0
2395,-71.8571,1/28/20,0
2396,-84.0167,1/28/20,0
2397,-84.2279,1/28/20,0
2398,-82.7779,1/28/20,0
2399,-84.4803,1/28/20,0
2400,-94.8521,1/28/20,0
2401,-74.124,1/28/20,0
2402,-74.8649,1/28/20,0
2403,-75.1196,1/28/20,0
2404,-74.1285,1/28/20,0
2405,-74.2632,1/28/20,0
2406,-106.8287,1/28/20,0
2407,-105.5943,1/28/20,0
2408,-104.3326,1/28/20,0
2409,-106.9253,1/28/20,0
2410,-88.4016,1/28/20,0
2411,-75.2479,1/28/20,0
2412,-75.1652,1/28/20,0
2413,-76.2859,1/28/20,0
2414,-77.09100000000001,1/28/20,0
2415,-77.6078,1/28/20,0
2416,-77.6536,1/28/20,0
2417,-76.8721,1/28/20,0
2418,-95.4778,1/28/20,0
2419,-80.607,1/28/20,0
2420,-111.6661,1/28/20,0
2421,-85.355,1/28/20,0
2422,-77.2865,1/28/20,0
2423,-86.4997,1/28/20,0
2424,-89.5498,1/28/20,0
2425,-92.3814,1/28/20,0
2426,-81.6758,1/28/20,0
2427,-111.9522,1/28/20,0
2428,-73.4379,1/28/20,0
2429,117.2264,1/29/20,2
2430,116.4142,1/29/20,4
2431,107.874,1/29/20,1
2432,117.9874,1/29/20,0
2433,103.8343,1/29/20,0
2434,113.4244,1/29/20,5
2435,108.7881,1/29/20,2
2436,106.8748,1/29/20,1
2437,109.7453,1/29/20,0
2438,114.5149,1/29/20,0
2439,127.7615,1/29/20,0
2440,113.61399999999999,1/29/20,1
2441,112.2707,1/29/20,88
2442,111.7088,1/29/20,0
2443,113.9448,1/29/20,0
2444,119.455,1/29/20,1
2445,115.7221,1/29/20,3
2446,126.1923,1/29/20,0
2447,122.6085,1/29/20,1
2448,106.1655,1/29/20,0
2449,95.9956,1/29/20,0
2450,108.8701,1/29/20,0
2451,118.1498,1/29/20,1
2452,121.4491,1/29/20,5
2453,112.2922,1/29/20,1
2454,102.7103,1/29/20,1
2455,117.323,1/29/20,0
2456,88.0924,1/29/20,0
2457,85.2401,1/29/20,0
2458,101.48700000000001,1/29/20,0
2459,120.0934,1/29/20,3
2460,101.0,1/29/20,5
2461,138.0,1/29/20,1
2462,-122.3321,1/29/20,0
2463,-87.6976,1/29/20,0
2464,103.8333,1/29/20,0
2465,2.0,1/29/20,0
2466,84.25,1/29/20,0
2467,112.5,1/29/20,0
2468,-123.1207,1/29/20,0
2469,-118.2437,1/29/20,0
2470,151.2093,1/29/20,0
2471,144.9631,1/29/20,0
2472,153.4,1/29/20,0
2473,104.9167,1/29/20,0
2474,81.0,1/29/20,0
2475,9.0,1/29/20,0
2476,26.0,1/29/20,0
2477,54.0,1/29/20,0
2478,122.0,1/29/20,0
2479,78.0,1/29/20,0
2480,12.0,1/29/20,0
2481,-3.0,1/29/20,0
2482,16.0,1/29/20,0
2483,-4.0,1/29/20,0
2484,138.6007,1/29/20,0
2485,-120.9876,1/29/20,0
2486,4.0,1/29/20,0
2487,139.638,1/29/20,0
2488,-117.1611,1/29/20,0
2489,30.0,1/29/20,0
2490,139.638,1/29/20,0
2491,35.8623,1/29/20,0
2492,-123.8695,1/29/20,0
2493,-121.3542,1/29/20,0
2494,44.0,1/29/20,0
2495,57.0,1/29/20,0
2496,65.0,1/29/20,0
2497,50.55,1/29/20,0
2498,47.75,1/29/20,0
2499,1.6596,1/29/20,0
2500,15.2,1/29/20,0
2501,8.2275,1/29/20,0
2502,14.5501,1/29/20,0
2503,35.0,1/29/20,0
2504,69.3451,1/29/20,0
2505,-51.9253,1/29/20,0
2506,43.3569,1/29/20,0
2507,21.8243,1/29/20,0
2508,21.7453,1/29/20,0
2509,8.4689,1/29/20,0
2510,24.9668,1/29/20,0
2511,9.5018,1/29/20,0
2512,25.0136,1/29/20,0
2513,5.2913,1/29/20,0
2514,12.4578,1/29/20,0
2515,27.9534,1/29/20,0
2516,-19.0208,1/29/20,0
2517,23.8813,1/29/20,0
2518,-102.5528,1/29/20,0
2519,174.886,1/29/20,0
2520,8.6753,1/29/20,0
2521,115.8605,1/29/20,0
2522,-7.6921,1/29/20,0
2523,6.1296,1/29/20,0
2524,7.4167,1/29/20,0
2525,51.1839,1/29/20,0
2526,-121.8339,1/29/20,0
2527,-78.1834,1/29/20,0
2528,47.5769,1/29/20,0
2529,15.472999999999999,1/29/20,0
2530,45.0382,1/29/20,0
2531,-70.1627,1/29/20,0
2532,113.9213,1/29/20,0
2533,-8.2245,1/29/20,0
2534,1.5218,1/29/20,0
2535,145.9707,1/29/20,0
2536,24.6032,1/29/20,0
2537,-7.0926,1/29/20,0
2538,45.0,1/29/20,0
2539,-14.4524,1/29/20,0
2540,-71.82600000000001,1/29/20,0
2541,-82.3018,1/29/20,0
2542,-120.8039,1/29/20,0
2543,-122.3255,1/29/20,0
2544,-122.9888,1/29/20,0
2545,-118.7606,1/29/20,0
2546,-84.3963,1/29/20,0
2547,-123.1386,1/29/20,0
2548,-63.6167,1/29/20,0
2549,-71.543,1/29/20,0
2550,36.51,1/29/20,0
2551,-71.1449,1/29/20,0
2552,-112.4291,1/29/20,0
2553,-78.5661,1/29/20,0
2554,-73.7949,1/29/20,0
2555,31.1656,1/29/20,0
2556,-62.8333,1/29/20,0
2557,-117.8531,1/29/20,0
2558,19.5033,1/29/20,0
2559,130.8456,1/29/20,0
2560,-6.9118,1/29/20,0
2561,-5.3536,1/29/20,0
2562,9.55,1/29/20,0
2563,19.1451,1/29/20,0
2564,9.0,1/29/20,0
2565,-121.9018,1/29/20,0
2566,17.6791,1/29/20,0
2567,14.9955,1/29/20,0
2568,-74.077,1/29/20,0
2569,-95.3103,1/29/20,0
2570,-122.4194,1/29/20,0
2571,22.9375,1/29/20,0
2572,-115.094,1/29/20,0
2573,-95.8143,1/29/20,0
2574,-119.3732,1/29/20,0
2575,-86.9824,1/29/20,0
2576,-86.8622,1/29/20,0
2577,-74.006,1/29/20,0
2578,-77.2405,1/29/20,0
2579,-71.0589,1/29/20,0
2580,-104.9903,1/29/20,0
2581,-106.064,1/29/20,0
2582,90.4336,1/29/20,0
2583,11.5021,1/29/20,0
2584,-74.2973,1/29/20,0
2585,-83.7534,1/29/20,0
2586,-75.0152,1/29/20,0
2587,21.0059,1/29/20,0
2588,19.699,1/29/20,0
2589,0.8248,1/29/20,0
2590,-79.1781,1/29/20,0
2591,-75.3879,1/29/20,0
2592,-96.1951,1/29/20,0
2593,-84.4803,1/29/20,0
2594,-86.1752,1/29/20,0
2595,-71.2874,1/29/20,0
2596,-73.5594,1/29/20,0
2597,-93.0616,1/29/20,0
2598,-119.6035,1/29/20,0
2599,-75.2479,1/29/20,0
2600,-121.9018,1/29/20,0
2601,-121.9552,1/29/20,0
2602,-53.1258,1/29/20,0
2603,14.3754,1/29/20,0
2604,-104.9389,1/29/20,0
2605,-71.4774,1/29/20,0
2606,-61.0242,1/29/20,0
2607,-121.7195,1/29/20,0
2608,-80.3659,1/29/20,0
2609,-81.9535,1/29/20,0
2610,-111.2845,1/29/20,0
2611,-73.983,1/29/20,0
2612,-73.936,1/29/20,0
2613,-79.7848,1/29/20,0
2614,-122.5194,1/29/20,0
2615,-84.5641,1/29/20,0
2616,-112.0953,1/29/20,0
2617,-104.4723,1/29/20,0
2618,-157.8584,1/29/20,0
2619,-122.7647,1/29/20,0
2620,-123.304,1/29/20,0
2621,-80.5883,1/29/20,0
2622,-121.6142,1/29/20,0
2623,-119.6963,1/29/20,0
2624,-122.1295,1/29/20,0
2625,-95.941,1/29/20,0
2626,25.4858,1/29/20,0
2627,73.2207,1/29/20,0
2628,-75.3879,1/29/20,0
2629,90.3563,1/29/20,0
2630,-77.2405,1/29/20,0
2631,-71.0498,1/29/20,0
2632,-77.0369,1/29/20,0
2633,-58.4438,1/29/20,0
2634,-73.1822,1/29/20,0
2635,-86.822,1/29/20,0
2636,-123.2492,1/29/20,0
2637,-119.2321,1/29/20,0
2638,-76.3637,1/29/20,0
2639,-86.5401,1/29/20,0
2640,-74.0535,1/29/20,0
2641,-94.8521,1/29/20,0
2642,-120.9319,1/29/20,0
2643,-82.3452,1/29/20,0
2644,-122.5927,1/29/20,0
2645,-86.6611,1/29/20,0
2646,-85.1479,1/29/20,0
2647,-117.3961,1/29/20,0
2648,-89.9253,1/29/20,0
2649,-90.4125,1/29/20,0
2650,-72.6151,1/29/20,0
2651,-74.3118,1/29/20,0
2652,-81.0755,1/29/20,0
2653,-85.3232,1/29/20,0
2654,-116.5765,1/29/20,0
2655,-73.5491,1/29/20,0
2656,-91.5984,1/29/20,0
2657,20.1683,1/29/20,0
2658,33.4299,1/29/20,0
2659,-84.3542,1/29/20,0
2660,114.7277,1/29/20,0
2661,-73.135,1/29/20,0
2662,-93.7842,1/29/20,0
2663,-81.9098,1/29/20,0
2664,-84.4803,1/29/20,0
2665,-96.493,1/29/20,0
2666,-85.6435,1/29/20,0
2667,-90.1121,1/29/20,0
2668,-121.8474,1/29/20,0
2669,-81.9535,1/29/20,0
2670,53.0,1/29/20,0
2671,128.0,1/29/20,0
2672,-121.4905,1/29/20,0
2673,-74.9481,1/29/20,0
2674,-119.6816,1/29/20,0
2675,114.2,1/29/20,0
2676,-71.5301,1/29/20,0
2677,121.0,1/29/20,0
2678,139.638,1/29/20,0
2679,108.0,1/29/20,0
2680,35.2332,1/29/20,0
2681,-122.6655,1/29/20,0
2682,-83.6431,1/29/20,0
2683,-105.3111,1/29/20,0
2684,-81.6868,1/29/20,0
2685,-74.521,1/29/20,0
2686,-122.0709,1/29/20,0
2687,-97.5635,1/29/20,0
2688,-88.9861,1/29/20,0
2689,-77.2098,1/29/20,0
2690,113.55,1/29/20,0
2691,90.0,1/29/20,0
2692,-93.2105,1/29/20,0
2693,-76.8021,1/29/20,0
2694,-79.8064,1/29/20,0
2695,-80.945,1/29/20,0
2696,-86.6923,1/29/20,0
2697,-78.17,1/29/20,0
2698,-111.4312,1/29/20,0
2699,-86.2583,1/29/20,0
2700,-84.6701,1/29/20,0
2701,-77.0268,1/29/20,0
2702,-117.0554,1/29/20,0
2703,-71.5639,1/29/20,0
2704,28.3699,1/29/20,0
2705,-93.9002,1/29/20,0
2706,-98.2681,1/29/20,0
2707,-82.7649,1/29/20,0
2708,-71.5118,1/29/20,0
2709,-89.6165,1/29/20,0
2710,-63.0501,1/29/20,0
2711,-72.7554,1/29/20,0
2712,-157.4983,1/29/20,0
2713,-96.9289,1/29/20,0
2714,-111.8624,1/29/20,0
2715,-1.5616,1/29/20,0
2716,-2.3644,1/29/20,0
2717,12.4534,1/29/20,0
2718,103.8467,1/29/20,0
2719,-80.7821,1/29/20,0
2720,-96.7265,1/29/20,0
2721,-91.8678,1/29/20,0
2722,-92.2884,1/29/20,0
2723,-72.7107,1/29/20,0
2724,-152.4044,1/29/20,0
2725,-92.3731,1/29/20,0
2726,-75.5071,1/29/20,0
2727,-114.4788,1/29/20,0
2728,-69.3819,1/29/20,0
2729,-84.5361,1/29/20,0
2730,-89.6787,1/29/20,0
2731,-110.4544,1/29/20,0
2732,-106.2485,1/29/20,0
2733,-99.78399999999999,1/29/20,0
2734,-99.4388,1/29/20,0
2735,-80.9545,1/29/20,0
2736,-107.3025,1/29/20,0
2737,-122.6413,1/29/20,0
2738,-121.9018,1/29/20,0
2739,-121.958,1/29/20,0
2740,-122.2654,1/29/20,0
2741,-119.1391,1/29/20,0
2742,-71.8571,1/29/20,0
2743,-84.0167,1/29/20,0
2744,-84.2279,1/29/20,0
2745,-82.7779,1/29/20,0
2746,-84.4803,1/29/20,0
2747,-94.8521,1/29/20,0
2748,-74.124,1/29/20,0
2749,-74.8649,1/29/20,0
2750,-75.1196,1/29/20,0
2751,-74.1285,1/29/20,0
2752,-74.2632,1/29/20,0
2753,-106.8287,1/29/20,0
2754,-105.5943,1/29/20,0
2755,-104.3326,1/29/20,0
2756,-106.9253,1/29/20,0
2757,-88.4016,1/29/20,0
2758,-75.2479,1/29/20,0
2759,-75.1652,1/29/20,0
2760,-76.2859,1/29/20,0
2761,-77.09100000000001,1/29/20,0
2762,-77.6078,1/29/20,0
2763,-77.6536,1/29/20,0
2764,-76.8721,1/29/20,0
2765,-95.4778,1/29/20,0
2766,-80.607,1/29/20,0
2767,-111.6661,1/29/20,0
2768,-85.355,1/29/20,0
2769,-77.2865,1/29/20,0
2770,-86.4997,1/29/20,0
2771,-89.5498,1/29/20,0
2772,-92.3814,1/29/20,0
2773,-81.6758,1/29/20,0
2774,-111.9522,1/29/20,0
2775,-73.4379,1/29/20,0
2776,117.2264,1/30/20,2
2777,116.4142,1/30/20,4
2778,107.874,1/30/20,1
2779,117.9874,1/30/20,0
2780,103.8343,1/30/20,0
2781,113.4244,1/30/20,10
2782,108.7881,1/30/20,2
2783,106.8748,1/30/20,1
2784,109.7453,1/30/20,1
2785,114.5149,1/30/20,0
2786,127.7615,1/30/20,0
2787,113.61399999999999,1/30/20,2
2788,112.2707,1/30/20,90
2789,111.7088,1/30/20,2
2790,113.9448,1/30/20,0
2791,119.455,1/30/20,1
2792,115.7221,1/30/20,5
2793,126.1923,1/30/20,1
2794,122.6085,1/30/20,1
2795,106.1655,1/30/20,0
2796,95.9956,1/30/20,0
2797,108.8701,1/30/20,0
2798,118.1498,1/30/20,1
2799,121.4491,1/30/20,5
2800,112.2922,1/30/20,1
2801,102.7103,1/30/20,1
2802,117.323,1/30/20,0
2803,88.0924,1/30/20,0
2804,85.2401,1/30/20,0
2805,101.48700000000001,1/30/20,0
2806,120.0934,1/30/20,4
2807,101.0,1/30/20,5
2808,138.0,1/30/20,1
2809,-122.3321,1/30/20,0
2810,-87.6976,1/30/20,0
2811,103.8333,1/30/20,0
2812,2.0,1/30/20,0
2813,84.25,1/30/20,0
2814,112.5,1/30/20,0
2815,-123.1207,1/30/20,0
2816,-118.2437,1/30/20,0
2817,151.2093,1/30/20,2
2818,144.9631,1/30/20,0
2819,153.4,1/30/20,0
2820,104.9167,1/30/20,0
2821,81.0,1/30/20,0
2822,9.0,1/30/20,0
2823,26.0,1/30/20,0
2824,54.0,1/30/20,0
2825,122.0,1/30/20,0
2826,78.0,1/30/20,0
2827,12.0,1/30/20,0
2828,-3.0,1/30/20,0
2829,16.0,1/30/20,0
2830,-4.0,1/30/20,0
2831,138.6007,1/30/20,0
2832,-120.9876,1/30/20,0
2833,4.0,1/30/20,0
2834,139.638,1/30/20,0
2835,-117.1611,1/30/20,0
2836,30.0,1/30/20,0
2837,139.638,1/30/20,0
2838,35.8623,1/30/20,0
2839,-123.8695,1/30/20,0
2840,-121.3542,1/30/20,0
2841,44.0,1/30/20,0
2842,57.0,1/30/20,0
2843,65.0,1/30/20,0
2844,50.55,1/30/20,0
2845,47.75,1/30/20,0
2846,1.6596,1/30/20,0
2847,15.2,1/30/20,0
2848,8.2275,1/30/20,0
2849,14.5501,1/30/20,0
2850,35.0,1/30/20,0
2851,69.3451,1/30/20,0
2852,-51.9253,1/30/20,0
2853,43.3569,1/30/20,0
2854,21.8243,1/30/20,0
2855,21.7453,1/30/20,0
2856,8.4689,1/30/20,0
2857,24.9668,1/30/20,0
2858,9.5018,1/30/20,0
2859,25.0136,1/30/20,0
2860,5.2913,1/30/20,0
2861,12.4578,1/30/20,0
2862,27.9534,1/30/20,0
2863,-19.0208,1/30/20,0
2864,23.8813,1/30/20,0
2865,-102.5528,1/30/20,0
2866,174.886,1/30/20,0
2867,8.6753,1/30/20,0
2868,115.8605,1/30/20,0
2869,-7.6921,1/30/20,0
2870,6.1296,1/30/20,0
2871,7.4167,1/30/20,0
2872,51.1839,1/30/20,0
2873,-121.8339,1/30/20,0
2874,-78.1834,1/30/20,0
2875,47.5769,1/30/20,0
2876,15.472999999999999,1/30/20,0
2877,45.0382,1/30/20,0
2878,-70.1627,1/30/20,0
2879,113.9213,1/30/20,0
2880,-8.2245,1/30/20,0
2881,1.5218,1/30/20,0
2882,145.9707,1/30/20,0
2883,24.6032,1/30/20,0
2884,-7.0926,1/30/20,0
2885,45.0,1/30/20,0
2886,-14.4524,1/30/20,0
2887,-71.82600000000001,1/30/20,0
2888,-82.3018,1/30/20,0
2889,-120.8039,1/30/20,0
2890,-122.3255,1/30/20,0
2891,-122.9888,1/30/20,0
2892,-118.7606,1/30/20,0
2893,-84.3963,1/30/20,0
2894,-123.1386,1/30/20,0
2895,-63.6167,1/30/20,0
2896,-71.543,1/30/20,0
2897,36.51,1/30/20,0
2898,-71.1449,1/30/20,0
